Role,Permission,Expected,Actual,Delta,Classification,Evidence
ADMIN,account.booking.read_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,settings.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,storefront.activate_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,storefront.create_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,storefront.entitlement.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,storefront.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,storefront.update_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.case.assign,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.case.create,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.case.delete,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.case.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.case.update,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
ANALYST,support.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.booking.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.document.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.order.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.payment.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.profile.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.profile.update,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,account.support.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,analytics.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,audit.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,booking.cancel,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,booking.confirm,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,booking.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,booking.request_change,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,booking.send_supplier,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.availability.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.category.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.category_schema.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.category_schema.read_active_for_product_edit,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.category_schema.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.media.delete_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.media.read_for_moderation,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.media.reorder_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.media.set_primary_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.media.update_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.media.upload_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.channels_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.create_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.publish,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.read_for_moderation,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.submit_moderation,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.update_own_draft,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.product.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.rate_plan.publish,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,catalog.service_unit.publish,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,communication.create,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,communication.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,communication.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,communication.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.activity.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.company.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.contact.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.customer.create_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.customer.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.customer.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.customer.update_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.customer.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.partner.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.partner.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,crm.supplier.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.attention.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.catalog.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.channels.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.customize,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.executive.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.financial.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.insights.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.marketplace.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,dashboard.operational.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,documents.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,documents.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.commission.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.commission.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.commission.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.currency.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.dispute.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.dispute.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.exchange_rate.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.invoice.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.invoice.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.ledger.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.payment.create,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.payment.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.payment.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.payment.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.payout.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.provider_fee.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.refund.approve,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.refund.execute,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.refund.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.refund.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.settlement.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,finance.tax.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.attribution.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.attribution.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.audience.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.audience.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.campaign.create,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.campaign.delete,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.campaign.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.campaign.update,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,marketing.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,moderation.approve,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,moderation.reject,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,moderation.request_changes,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,moderation.review,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,operational-notes.create,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,operational-notes.delete,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,operational-notes.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,operational-notes.update,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.accept,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.cancel,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.close,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.edit_noncritical,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.request_booking,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,order.suspend,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,partner.onboarding.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,partner.onboarding.review,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,partner.onboarding.submit_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,partner.onboarding.update_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reports.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.capability.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.capability.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.distribution.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.match.run,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.proposal.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.proposal.select_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.proposal.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.request.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,reverse.request.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,sales.checkout.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,sales.checkout.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
MODERATOR,sales.kpi.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
